admin_project_code,admin_project_contact,bldg_use_type,bldg_use_subtype,bldg_project_status,site_country,bldg_year_permit,bldg_year_complete,bldg_year_complete_interval,bldg_QTO_type,bldg_area_definition,bldg_area_gfa,bldg_area_hfa,bldg_area_interval,bldg_users_total,bldg_floors_ag,bldg_floors_bg,bldg_struct_type,bldg_roof_type,bldg_energy_class_general,bldg_energy_class_country,bldg_certification,inv_energy_consumption,inv_mat_mass_total,inv_mat_1_type,inv_mat_1_mass,inv_mat_2_type,inv_mat_2_mass,inv_mat_3_type,inv_mat_3_mass,inv_mat_4_type,inv_mat_4_mass,inv_mat_5_type,inv_mat_5_mass,lca_RSP,lca_software,lca_database,lca_scenarios_decarbonisation,scope_parts_1_ground,scope_parts_2_structure,scope_parts_3_secondary,scope_parts_4_finishes,scope_parts_5_mechanical,scope_parts_6_electrical,scope_parts_6+_renewables,scope_parts_7_facilities,scope_parts_8_fittings,scope_LCS_A123,scope_LCS_A4,scope_LCS_A5,scope_LCS_B1,scope_LCS_B2,scope_LCS_B3,scope_LCS_B4,scope_LCS_B5,scope_LCS_B6,scope_LCS_B7,scope_LCS_B8,scope_LCS_C1,scope_LCS_C2,scope_LCS_C3,scope_LCS_C4,scope_LCS_D,scope_handling_D,GHG_sum_em,GHG_sum_op,GHG_sum_em_m2a,GHG_sum_op_m2a,GHG_A1,GHG_A2,GHG_A3,GHG_A4,GHG_A5,GHG_B1,GHG_B2,GHG_B3,GHG_B4,GHG_B5,GHG_B6,GHG_B7,GHG_C1,GHG_C2,GHG_C3,GHG_C4,GHG_D,GHG_A1_m2a,GHG_A2_m2a,GHG_A3_m2a,GHG_A4_m2a,GHG_A5_m2a,GHG_B1_m2a,GHG_B2_m2a,GHG_B3_m2a,GHG_B4_m2a,GHG_B5_m2a,GHG_B6_m2a,GHG_B7_m2a,GHG_C1_m2a,GHG_C2_m2a,GHG_C3_m2a,GHG_C4_m2a,GHG_D_m2a,GHG_A123,GHG_A45,GHG_A12345,GHG_B1234,GHG_B12345,GHG_B67,GHG_B1234567,GHG_C12,GHG_C34,GHG_C1234,GHG_C34_D,GHG_C1234_D,GHG_A123_m2a,GHG_A45_m2a,GHG_A12345_m2a,GHG_B1234_m2a,GHG_B12345_m2a,GHG_B67_m2a,GHG_B1234567_m2a,GHG_C12_m2a,GHG_C34_m2a,GHG_C1234_m2a,GHG_C34_D_m2a,GHG_C1234_D_m2a,GHG_P1_sum_m2a,GHG_P1_A123_m2a,GHG_P1_A45_m2a,GHG_P1_B1234_m2a,GHG_P1_B5_m2a,GHG_P1_C12_m2a,GHG_P1_C34_m2a,GHG_P1_D_m2a,GHG_P2_sum_m2a,GHG_P2_A123_m2a,GHG_P2_A45_m2a,GHG_P2_B1234_m2a,GHG_P2_B5_m2a,GHG_P2_C12_m2a,GHG_P2_C34_m2a,GHG_P2_D_m2a,GHG_P34_sum_m2a,GHG_P34_A123_m2a,GHG_P34_A45_m2a,GHG_P34_B1234_m2a,GHG_P34_B5_m2a,GHG_P34_C12_m2a,GHG_P34_C34_m2a,GHG_P34_D_m2a,GHG_P4_sum_m2a,GHG_P4_A123_m2a,GHG_P4_A45_m2a,GHG_P4_B1234_m2a,GHG_P4_B5_m2a,GHG_P4_C12_m2a,GHG_P4_C34_m2a,GHG_P4_D_m2a,GHG_P56_sum_m2a,GHG_P56_A123_m2a,GHG_P56_A45_m2a,GHG_P56_B1234_m2a,GHG_P56_B5_m2a,GHG_P56_C12_m2a,GHG_P56_C34_m2a,GHG_P56_D_m2a,GHG_P78_sum_m2a,GHG_P78_A123_m2a,GHG_P78_A45_m2a,GHG_P78_B1234_m2a,GHG_P78_B5_m2a,GHG_P78_C12_m2a,GHG_P78_C34_m2a,GHG_P78_D_m2a
CSTB94,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,373.39,n/a,0-5000,15.0,2,0,frame wood,Gable or saddle roof,n/a,3,n/a,56.0,n/a,"Timber, wood",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,202862.18000000002,n/a,10.865967487077855,13.188,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.39422052009962777,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.256663542140925,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.9216663542140926,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.4717930314148746,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.24130426631672,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.58,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB95,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,264.87,n/a,0-5000,10.0,2,0,frame wood,Gable or saddle roof,n/a,3,n/a,59.0,n/a,"Timber, wood",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,146555.46,n/a,11.066218144750254,13.917,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.3975988220636539,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.2921803148714464,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.053172499716842,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.4724747989579794,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.270340921961718,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.58,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB96,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,373.39,n/a,0-5000,15.0,2,0,frame wood,Gable or saddle roof,n/a,3,n/a,56.0,n/a,"Timber, wood",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,202862.18000000002,n/a,10.865967487077855,13.188,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.39422052009962777,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.256663542140925,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.9216663542140926,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.4717930314148746,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.24130426631672,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.58,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB97,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,264.87,n/a,0-5000,10.0,2,0,frame wood,Gable or saddle roof,n/a,3,n/a,59.0,n/a,"Timber, wood",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,146555.46,n/a,11.066218144750254,13.917,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.3975988220636539,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.2921803148714464,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.053172499716842,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.4724747989579794,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.270340921961718,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.58,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB98,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,131.0,n/a,0-5000,2.19,2,1,massive brick,Gable or saddle roof,n/a,1,n/a,,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,79369.03,n/a,12.117409160305344,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.5056320610687022,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.2844931297709925,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.096430534351145,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.815810687022901,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.659441221374046,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5799114503816795,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB99,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,120.0,n/a,0-5000,2.07,0,0,frame wood,Gable or saddle roof,n/a,3,n/a,,n/a,"Timber, wood",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,70001.78,n/a,11.666963333333333,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.6828099999999999,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.8736533333333332,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.8335716666666667,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.3494650000000004,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.344826666666666,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5816433333333334,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB100,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,88.0,n/a,0-5000,1.86,0,0,massive brick,Gable or saddle roof,n/a,2,n/a,,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,49976.67000000001,n/a,11.358334090909093,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.9282090909090909,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.8197886363636364,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.9648409090909091,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.3810136363636363,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.6799636363636363,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5831636363636364,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB101,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,180.0,n/a,0-5000,2.54,2,0,massive brick,Other,n/a,1,n/a,,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,108066.56,n/a,12.007395555555556,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.4109444444444443,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.0226788888888887,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.748968888888889,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.5883999999999998,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.654713333333333,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5791622222222222,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB102,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,166.0,n/a,0-5000,2.41,0,0,massive brick,Other,n/a,2,n/a,,n/a,"Ceramics (e.g., fired clay bricks)",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,92484.53999999998,n/a,11.1427156626506,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.6910734939759036,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.4399807228915664,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.503480722891566,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.277678313253012,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.651180722891566,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5786024096385541,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB103,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,158.0,n/a,0-5000,2.38,2,1,massive brick,Other,n/a,2,n/a,,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,89255.17,n/a,11.298122784810126,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.200978481012658,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.9795303797468355,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.4750189873417723,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.2703443037974687,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.6484177215189875,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5781645569620253,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB104,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,135.0,n/a,0-5000,2.21,2,0,massive brick,Gable or saddle roof,n/a,1,n/a,,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,70201.03000000001,n/a,10.400152592592594,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.4175777777777778,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.025767407407407,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.0495037037037036,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.4927362962962967,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.6635244444444446,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5805585185185185,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB105,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,183.0,n/a,0-5000,2.56,2,1,massive brick,Flat roof,n/a,2,n/a,35.8,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,104256.66999999998,n/a,11.394171584699452,7.4303,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.7783661202185793,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.3495540983606555,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.7032098360655739,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.1942601092896172,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.6626,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5804120218579236,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB106,CSTB,Residential,Single family house,New Built,France,n/a,n/a,2015-2019,n/a,France,181.0,n/a,0-5000,2.55,2,0,massive brick,Other,n/a,0,n/a,39.5,n/a,Concrete w/o reinforcement,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,103233.40000000002,n/a,11.407005524861882,8.0378,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.1373900552486187,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.419814364640884,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.3289988950276246,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.2824861878453038,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.6579779005524866,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.5796795580110498,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB107,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,312.0,n/a,0-5000,7.95,9,0,massive brick,Other,n/a,3,n/a,,n/a,"Ceramics (e.g., fired clay bricks)",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,158081.72999999995,n/a,10.133444230769229,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.3545724358974359,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.5976602564102564,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.6968923076923077,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.754647435897436,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.193200641025641,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.6406358974358974,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB108,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,312.0,n/a,0-5000,7.95,9,0,massive brick,Other,n/a,3,n/a,,n/a,"Ceramics (e.g., fired clay bricks)",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,159140.09999999992,n/a,10.201288461538457,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.33926346153846154,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.694208974358974,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.6968923076923077,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.7412525641025638,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.193200641025641,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.6406358974358974,n/a,n/a,n/a,n/a,n/a,n/a,n/a
CSTB109,CSTB,Residential,Multi-family house,New Built,France,n/a,n/a,2015-2019,n/a,France,290.0,n/a,0-5000,7.67,9,0,massive brick,Other,n/a,3,n/a,,n/a,"Ceramics (e.g., fired clay bricks)",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,50,Other,INIES,No data,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,148539.95000000004,n/a,10.244134482758623,,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.3509903448275862,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.640163448275862,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.6891544827586206,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.7335027586206895,n/a,n/a,n/a,n/a,n/a,n/a,n/a,3.225666896551724,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.6408606896551724,n/a,n/a,n/a,n/a,n/a,n/a,n/a
