site_country_code,admin_project_code,admin_data_partner,admin_project_contact,bldg_use_type,bldg_use_subtype,bldg_project_status,site_country,bldg_year_permit,bldg_year_complete,bldg_year_complete_interval,bldg_QTO_type,bldg_area_definition,bldg_area_gfa,bldg_area_hfa,bldg_area_interval,bldg_users_total,bldg_floors_ag,bldg_floors_bg,bldg_struct_type,bldg_roof_type,bldg_energy_class_general,bldg_energy_class_country,bldg_certification,inv_energy_consumption,inv_mat_mass_total,inv_mat_mass_total_m2,inv_mat_mass_total_capita,inv_mat_mass_sum_top_5,inv_mat_mass_ratio,inv_mat_1_type,inv_mat_1_mass,inv_mat_2_type,inv_mat_2_mass,inv_mat_3_type,inv_mat_3_mass,inv_mat_4_type,inv_mat_4_mass,inv_mat_5_type,inv_mat_5_mass,mass_aluminium,mass_bamboo,mass_brass_copper,mass_cement_mortar,mass_ceramics,mass_concrete_reinforced,mass_concrete_wo_reinforcement,mass_earth,mass_EPS_XPS,mass_fungi,mass_glass,mass_metals,mass_plastics,mass_steel_reinforcement,mass_stone,mass_stone_wool,mass_straw_hemp,mass_wood,mass_other,eurostat_metal_materials,eurostat_non-metallic_minerals,eurostat_fossil_energy_materials,eurostat_biomass_based_materials,lca_RSP,lca_software,lca_database,lca_scenarios_decarbonisation,scope_parts,scope_LCS,scope_LCM,scope_parts_1_ground,scope_parts_2_structure,scope_parts_3_secondary,scope_parts_4_finishes,scope_parts_5_mechanical,scope_parts_6_electrical,scope_parts_6+_renewables,scope_parts_7_facilities,scope_parts_8_fittings,scope_LCS_A123,scope_LCS_A4,scope_LCS_A5,scope_LCS_B1,scope_LCS_B2,scope_LCS_B3,scope_LCS_B4,scope_LCS_B5,scope_LCS_B6,scope_LCS_B7,scope_LCS_B8,scope_LCS_C1,scope_LCS_C2,scope_LCS_C3,scope_LCS_C4,scope_LCS_D,scope_handling_D,GHG_sum_em,GHG_sum_em_m2a,GHG_sum_em_capita_a,GHG_A_m2a,GHG_B_em_m2a,GHG_B_op_m2a,GHG_C_m2a,GHG_A_capita_a,GHG_B_em_capita_a,GHG_B_op_capita_a,GHG_C_capita_a,GHG_A1_m2a,GHG_A2_m2a,GHG_A3_m2a,GHG_A4_m2a,GHG_A5_m2a,GHG_B1_m2a,GHG_B2_m2a,GHG_B3_m2a,GHG_B4_m2a,GHG_B6_m2a,GHG_B7_m2a,GHG_C1_m2a,GHG_C2_m2a,GHG_C3_m2a,GHG_C4_m2a,GHG_A123_m2a,GHG_A45_m2a,GHG_B1234_m2a,GHG_B5_m2a,GHG_B67_m2a,GHG_C12_m2a,GHG_C34_m2a,GHG_D_m2a,GHG_A123_m2a_APEN,GHG_A45_m2a_APEN,GHG_B1234_m2a_APEN,GHG_B5_m2a_APEN,GHG_B67_m2a_APEN,GHG_C12_m2a_APEN,GHG_C34_m2a_APEN,GHG_D_m2a_APEN,GHG_sum_em_m2a_APEN,GHG_sum_op_m2a_APEN,GHG_A123_m2a_harm,GHG_A45_m2a_harm,GHG_B1234_m2a_harm,GHG_B5_m2a_harm,GHG_B67_m2a_harm,GHG_C12_m2a_harm,GHG_C34_m2a_harm,GHG_sum_em_m2a_harm,GHG_A123_m2a_harm_LCM,GHG_A45_m2a_harm_LCM,GHG_B1234_m2a_harm_LCM,GHG_B5_m2a_harm_LCM,GHG_C12_m2a_harm_LCM,GHG_C34_m2a_harm_LCM,GHG_P1_sum_m2a,GHG_P1_A123_m2a,GHG_P1_A45_m2a,GHG_P1_B1234_m2a,GHG_P1_B5_m2a,GHG_P1_C12_m2a,GHG_P1_C34_m2a,GHG_P1_D_m2a,GHG_P2_sum_m2a,GHG_P2_A123_m2a,GHG_P2_A45_m2a,GHG_P2_B1234_m2a,GHG_P2_B5_m2a,GHG_P2_C12_m2a,GHG_P2_C34_m2a,GHG_P2_D_m2a,GHG_P34_sum_m2a,GHG_P34_A123_m2a,GHG_P34_A45_m2a,GHG_P34_B1234_m2a,GHG_P34_B5_m2a,GHG_P34_C12_m2a,GHG_P34_C34_m2a,GHG_P34_D_m2a,GHG_P4_sum_m2a,GHG_P4_A123_m2a,GHG_P4_A45_m2a,GHG_P4_B1234_m2a,GHG_P4_B5_m2a,GHG_P4_C12_m2a,GHG_P4_C34_m2a,GHG_P4_D_m2a,GHG_P56_sum_m2a,GHG_P56_A123_m2a,GHG_P56_A45_m2a,GHG_P56_B1234_m2a,GHG_P56_B5_m2a,GHG_P56_C12_m2a,GHG_P56_C34_m2a,GHG_P56_D_m2a,GHG_P78_sum_m2a,GHG_P78_A123_m2a,GHG_P78_A45_m2a,GHG_P78_B1234_m2a,GHG_P78_B5_m2a,GHG_P78_C12_m2a,GHG_P78_C34_m2a,GHG_P78_D_m2a,GHG_sum_em_m2pertonGHG_a,GHG_sum_em_m2pertonGHG,GHG_sum_op_m2pertonGHG_a,GHG_sum_op_m2pertonGHG,GHG_sum_em_cappertonGHG_a,GHG_sum_em_cappertonGHG,GHG_sum_op_cappertonGHG_a,GHG_sum_op_cappertonGHG,ratio_A123_LCM,ratio_A45_LCM,ratio_B1234_LCM,ratio_B5_LCM,ratio_C12_LCM,ratio_C34_LCM,ratio_A123_parts,ratio_A45_parts,ratio_B1234_parts,ratio_B5_parts,ratio_C12_parts,ratio_C34_parts
FR,CSTB340,CSTB,CSTB,Residential,Single family house,New Built,France,,,2015-2019,,France,107,,0-5000,2,2,0,massive brick,Gable or saddle roof,New Standard,1,,58.8,,,,,,"Ceramics (e.g., fired clay bricks)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,Other,INIES,No data,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,72353.8,13.52407477,723.538,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5413,,,,,,,,,,,,,,,,,,13.5413,,,13.52407477,9.216718977,2.042113209,1.760229938,,0.688449379,0.219464594,0.504091589,,,,,,,,3.129349533,,,,,,,,2.047385047,,,,,,,,3.214158879,,,,,,,,3.911859813,,,,,,,,0.581192523,,,,,,,,73.94221174,1.478844235,73.84815343,1.476963069,1.382097416,0.027641948,,,0.681504586,0.150998367,0.130155295,,0.05090547,0.016227697,0.850488098,0.059429946,0.03860971,-0.001649589,0.05198227,0.200231947
FR,CSTB341,CSTB,CSTB,Residential,Single family house,New Built,France,,,2015-2019,,France,91,,0-5000,2,2,0,massive brick,Other,New Standard,2,,49.6,,,,,,Concrete w/o reinforcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,Other,INIES,No data,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,61871.83,13.5982044,618.7183,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2383,,,,,,,,,,,,,,,,,,2.2383,,,13.5982044,9.267238659,2.053306662,1.769878302,,0.692222983,0.220667547,0.827303297,,,,,,,,2.961657143,,,,,,,,1.50438022,,,,,,,,4.074773626,,,,,,,,3.64712967,,,,,,,,0.57796044,,,,,,,,73.53912112,1.470782422,446.7676362,8.935352723,1.61624442,0.032324888,,,0.681504586,0.150998367,0.130155295,,0.05090547,0.016227697,0.850488098,0.059429946,0.03860971,-0.001649589,0.05198227,0.200231947
FR,CSTB342,CSTB,CSTB,Residential,Single family house,New Built,France,,,2015-2019,,France,111,,0-5000,2,1,0,massive brick,Gable or saddle roof,New Standard,2,,43,,,,,,"Ceramics (e.g., fired clay bricks)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,Other,INIES,No data,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,73044.03,13.16108649,730.4403,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0616,,,,,,,,,,,,,,,,,,2.0616,,,13.16108649,8.969340799,1.987302572,1.712985091,,0.669971291,0.21357413,0.620443243,,,,,,,,3.035724324,,,,,,,,1.313956757,,,,,,,,3.941100901,,,,,,,,3.667583784,,,,,,,,0.581201802,,,,,,,,75.98156892,1.519631378,485.0601475,9.701202949,1.369037278,0.027380746,,,0.681504586,0.150998367,0.130155295,,0.05090547,0.016227697,0.850488098,0.059429946,0.03860971,-0.001649589,0.05198227,0.200231947
FR,CSTB343,CSTB,CSTB,Residential,Multi-family house,New Built,France,,,2015-2019,,France,618,,0-5000,17,4,0,frame concrete/wood,Gable or saddle roof,New Standard,1,,56.5,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,Other,INIES,No data,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,418439.45,13.54172977,492.2817059,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3681,,,,,,,,,,,,,,,,,,13.3681,,,13.54172977,9.228750945,2.044779087,1.762527831,,0.689348116,0.219751094,2.972303883,,,,,,,,3.27626343,,,,,,,,0.89468932,,,,,,,,1.862305178,,,,,,,,2.56,,,,,,,,0.64,,,,,,,,73.84580971,1.476916194,74.8049461,1.496098922,2.031357225,0.040627145,,,0.681504586,0.150998367,0.130155295,,0.05090547,0.016227697,0.850488098,0.059429946,0.03860971,-0.001649589,0.05198227,0.200231947
FR,CSTB344,CSTB,CSTB,Residential,Multi-family house,New Built,France,,,2015-2019,,France,618,,0-5000,17,4,0,frame concrete/wood,Gable or saddle roof,New Standard,2,,55,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,Other,INIES,No data,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,416497.29,13.4788767,489.9968118,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9971,,,,,,,,,,,,,,,,,,12.9971,,,13.4788767,9.185916287,2.035288375,1.75434717,,0.686148551,0.218731134,2.813109709,,,,,,,,3.411448544,,,,,,,,0.867538835,,,,,,,,1.863140777,,,,,,,,2.56,,,,,,,,0.64,,,,,,,,74.1901586,1.483803172,76.94024052,1.53880481,2.040829605,0.040816592,,,0.681504586,0.150998367,0.130155295,,0.05090547,0.016227697,0.850488098,0.059429946,0.03860971,-0.001649589,0.05198227,0.200231947
FR,CSTB345,CSTB,CSTB,Residential,Single family house,New Built,France,,,2015-2019,,France,107,,0-5000,2,1,0,massive brick,Other,New Advanced,,,19,,,,,,"Ceramics (e.g., fired clay bricks)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,Other,INIES,No data,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,70753.85,13.22501869,707.5385,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4099,,,,,,,,,,,,,,,,,,1.4099,,,13.22501869,9.01291089,1.99695623,1.721306206,,0.673225789,0.214611603,0.616848598,,,,,,,,2.808162617,,,,,,,,1.115431776,,,,,,,,4.219700935,,,,,,,,3.885005607,,,,,,,,0.578753271,,,,,,,,75.61425986,1.512285197,709.270161,14.18540322,1.413350652,0.028267013,,,0.681504586,0.150998367,0.130155295,,0.05090547,0.016227697,0.850488098,0.059429946,0.03860971,-0.001649589,0.05198227,0.200231947
FR,CSTB346,CSTB,CSTB,Residential,Single family house,New Built,France,,,2015-2019,,France,92,,0-5000,2,1,0,massive brick,Other,New Advanced,2,,20,,,,,,"Ceramics (e.g., fired clay bricks)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,Other,INIES,No data,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,65826.12,14.31002609,658.2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4665,,,,,,,,,,,,,,,,,,1.4665,,,14.31002609,9.752348406,2.160790576,1.862525664,,0.728458601,0.232218774,0.89448913,,,,,,,,3.8898,,,,,,,,1.439617391,,,,,,,,3.82638913,,,,,,,,3.675913043,,,,,,,,0.582521739,,,,,,,,69.88107456,1.397621491,681.89567,13.6379134,1.519153795,0.030383076,,,0.681504586,0.150998367,0.130155295,,0.05090547,0.016227697,0.850488098,0.059429946,0.03860971,-0.001649589,0.05198227,0.200231947
FR,CSTB347,CSTB,CSTB,Residential,Single family house,New Built,France,,,2015-2019,,France,66,,0-5000,2,1,0,massive brick,Gable or saddle roof,,,,,,,,,,"Ceramics (e.g., fired clay bricks)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,Other,INIES,No data,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,42910.27,13.00311212,429.1027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.00311212,8.861680545,1.9634487,1.692423891,,0.661929531,0.21101057,0.486172727,,,,,,,,2.329178788,,,,,,,,1.380154545,,,,,,,,3.997657576,,,,,,,,3.879293939,,,,,,,,0.581933333,,,,,,,,76.90466641,1.538093328,,,2.330444437,0.046608889,,,0.681504586,0.150998367,0.130155295,,0.05090547,0.016227697,0.850488098,0.059429946,0.03860971,-0.001649589,0.05198227,0.200231947
FR,CSTB348,CSTB,CSTB,Residential,Single family house,New Built,France,,,2015-2019,,France,91,,0-5000,2,1,0,massive brick,Gable or saddle roof,,1,,,,,,,,"Ceramics (e.g., fired clay bricks)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,Other,INIES,No data,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,52526.65,11.54431868,525.2665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.54431868,7.867506125,1.743173273,1.502554201,,0.587668966,0.187337711,0.49601978,,,,,,,,2.183573626,,,,,,,,0.943367033,,,,,,,,3.679116484,,,,,,,,3.660804396,,,,,,,,0.580127473,,,,,,,,86.62269534,1.732453907,,,1.903795502,0.03807591,,,0.681504586,0.150998367,0.130155295,,0.05090547,0.016227697,0.850488098,0.059429946,0.03860971,-0.001649589,0.05198227,0.200231947
FR,CSTB349,CSTB,CSTB,Residential,Single family house,New Built,France,,,2015-2019,,France,103,,0-5000,2,1,0,massive brick,Gable or saddle roof,New Standard,2,,39.7,,,,,,"Ceramics (e.g., fired clay bricks)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,Other,INIES,No data,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,66310.52,12.87582913,663.1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9172,,,,,,,,,,,,,,,,,,1.9172,,,12.87582913,8.7749366,1.944229176,1.675857336,,0.655450131,0.20894506,0.502753398,,,,,,,,3.050194175,,,,,,,,0.976875728,,,,,,,,4.102786408,,,,,,,,3.661776699,,,,,,,,0.580281553,,,,,,,,77.66490144,1.553298029,521.5939912,10.43187982,1.508056339,0.030161127,,,0.681504586,0.150998367,0.130155295,,0.05090547,0.016227697,0.850488098,0.059429946,0.03860971,-0.001649589,0.05198227,0.200231947
FR,CSTB350,CSTB,CSTB,Residential,Single family house,New Built,France,,,2015-2019,,France,91,,0-5000,2,1,0,massive brick,Gable or saddle roof,,2,,,,,,,,"Ceramics (e.g., fired clay bricks)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,Other,INIES,No data,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,56041.91,12.3169033,560.4191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3169033,8.394026084,1.859832288,1.603110179,,0.626997749,0.199874981,0.479147253,,,,,,,,2.40756044,,,,,,,,1.004145055,,,,,,,,3.628303297,,,,,,,,3.965017582,,,,,,,,0.579808791,,,,,,,,81.18923855,1.623784771,,,1.784378869,0.035687577,,,0.681504586,0.150998367,0.130155295,,0.05090547,0.016227697,0.850488098,0.059429946,0.03860971,-0.001649589,0.05198227,0.200231947
FR,CSTB351,CSTB,CSTB,Residential,Multi-family house,New Built,France,,,2015-2019,,France,965.81,,0-5000,42,3,0,frame wood,Gable or saddle roof,New Standard,3,,50.6,,,,,,"Timber, wood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,Other,INIES,No data,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1941,,,,,,,,,,,,,,,,,,0.1941,,,,,,,,,,0.376545283,,,,,,,,2.735117466,,,,,,,,1.480913844,,,,,,,,3.826177198,,,,,,,,,,,,,,,,0.64,,,,,,,,,,5151.983514,103.0396703,,,,,0.681504586,0.150998367,0.130155295,,0.05090547,0.016227697,0.850488098,0.059429946,0.03860971,-0.001649589,0.05198227,0.200231947
FR,CSTB352,CSTB,CSTB,Residential,Multi-family house,New Built,France,,,2015-2019,,France,1052,,0-5000,23,,0,massive concrete,Other,New Standard,2,,49.1,,,,,,Concrete w/o reinforcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,Other,INIES,No data,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4344,,,,,,,,,,,,,,,,,,11.4344,,,,,,,,,,2.402384601,,,,,,,,3.074592205,,,,,,,,1.16835038,,,,,,,,3.120689734,,,,,,,,,,,,,,,,0.64,,,,,,,,,,87.45539775,1.749107955,,,,,0.681504586,0.150998367,0.130155295,,0.05090547,0.016227697,0.850488098,0.059429946,0.03860971,-0.001649589,0.05198227,0.200231947
FR,CSTB353,CSTB,CSTB,Residential,Single family house,New Built,France,,,2015-2019,,France,88,,0-5000,2,2,0,massive brick,Gable or saddle roof,,2,,,,,,,,"Ceramics (e.g., fired clay bricks)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,Other,INIES,No data,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,63973.98,14.53954091,639.7398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.53954091,9.90876381,2.195446939,1.892398233,,0.74014216,0.235943271,0.707868182,,,,,,,,3.983654545,,,,,,,,1.49255,,,,,,,,4.104959091,,,,,,,,3.667902273,,,,,,,,0.581252273,,,,,,,,68.77796254,1.375559251,,,1.563135512,0.03126271,,,0.681504586,0.150998367,0.130155295,,0.05090547,0.016227697,0.850488098,0.059429946,0.03860971,-0.001649589,0.05198227,0.200231947
FR,CSTB354,CSTB,CSTB,Residential,Single family house,New Built,France,,,2015-2019,,France,102,,0-5000,2,2,0,massive brick,Other,,2,,,,,,,,"Ceramics (e.g., fired clay bricks)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,Other,INIES,No data,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,66480.45,13.03538235,664.8045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.03538235,8.883672856,1.968321453,1.696624033,,0.663572263,0.211534241,0.481260784,,,,,,,,3.128480392,,,,,,,,1.287294118,,,,,,,,3.51885098,,,,,,,,3.812203922,,,,,,,,0.58164902,,,,,,,,76.71428217,1.534285643,,,1.504201611,0.030084032,,,0.681504586,0.150998367,0.130155295,,0.05090547,0.016227697,0.850488098,0.059429946,0.03860971,-0.001649589,0.05198227,0.200231947
FR,CSTB355,CSTB,CSTB,Residential,Single family house,New Built,France,,,2015-2019,,France,131,,0-5000,2,2,0,massive brick,Gable or saddle roof,,2,,,,,,,,"Ceramics (e.g., fired clay bricks)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,Other,INIES,No data,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,81688.18,12.47147786,816.8818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.47147786,8.499369359,1.883172795,1.623228878,,0.63486644,0.20238337,0.447864122,,,,,,,,2.989160305,,,,,,,,1.025719084,,,,,,,,3.552039695,,,,,,,,3.874719084,,,,,,,,0.581062595,,,,,,,,80.18295915,1.603659183,,,1.224167315,0.024483346,,,0.681504586,0.150998367,0.130155295,,0.05090547,0.016227697,0.850488098,0.059429946,0.03860971,-0.001649589,0.05198227,0.200231947
FR,CSTB356,CSTB,CSTB,Residential,Single family house,New Built,France,,,2015-2019,,France,94,,0-5000,2,2,0,massive brick,Flat roof,,1,,,,,,,,"Ceramics (e.g., fired clay bricks)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,Other,INIES,No data,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,70548.41,15.0103,705.4841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0103,10.22958829,2.266530793,1.953670021,,0.764106373,0.243582608,0.662868085,,,,,,,,4.589295745,,,,,,,,1.438380851,,,,,,,,3.821825532,,,,,,,,3.671291489,,,,,,,,0.581789362,,,,,,,,66.6209203,1.332418406,,,1.417466389,0.028349328,,,0.681504586,0.150998367,0.130155295,,0.05090547,0.016227697,0.850488098,0.059429946,0.03860971,-0.001649589,0.05198227,0.200231947
FR,CSTB357,CSTB,CSTB,Residential,Single family house,New Built,France,,,2015-2019,,France,77.7,,0-5000,2,1,0,massive brick,Gable or saddle roof,New Advanced,2,,14.2,,,,,,"Timber, wood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,Other,INIES,No data,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,46117.1,11.87055341,461.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.055,,,,,,,,,,,,,,,,,,1.055,,,11.87055341,8.089836589,1.792434184,1.545015378,,0.604276098,0.19263175,0.313070785,,,,,,,,2.518803089,,,,,,,,2.005706564,,,,,,,,2.429297297,,,,,,,,,,,,,,,,0.58,,,,,,,,84.24207073,1.684841415,947.8672986,18.95734597,2.168393069,0.043367861,,,0.681504586,0.150998367,0.130155295,,0.05090547,0.016227697,0.850488098,0.059429946,0.03860971,-0.001649589,0.05198227,0.200231947
FR,CSTB358,CSTB,CSTB,Non-residential,School and Daycare,New Built,France,,,2015-2019,,France,2320,,0-5000,616,3,0,massive concrete,Flat roof,New Standard,2,,20.6,,,,,,Concrete w/o reinforcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,Other,INIES,No data,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8448,,,,,,,,,,,,,,,,,,0.8448,,,,,,,,,,0.661171207,,,,,,,,4.77188931,,,,,,,,0.777210431,,,,,,,,3.32411431,,,,,,,,,,,,,,,,0.18,,,,,,,,,,1183.712121,23.67424242,,,,,0.681504586,0.150998367,0.130155295,,0.05090547,0.016227697,0.850488098,0.059429946,0.03860971,-0.001649589,0.05198227,0.200231947
FR,CSTB359,CSTB,CSTB,Non-residential,Office,New Built,France,,,2015-2019,,France,126,,0-5000,3,1,0,massive concrete,Flat roof,New Standard,2,,61.1,,,,,,Concrete w/o reinforcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,Other,INIES,No data,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,185623.7,29.46407937,1237.491333,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3409,,,,,,,,,,,,,,,,,,4.3409,,,29.46407937,20.07990521,4.449027879,3.834905935,,1.499882802,0.478134167,0.675655556,,,,,,,,8.564198413,,,,,,,,13.01557619,,,,,,,,2.404580952,,,,,,,,,,,,,,,,1.639619048,,,,,,,,33.93963163,0.678792633,230.3669746,4.607339492,0.808086467,0.016161729,,,0.681504586,0.150998367,0.130155295,,0.05090547,0.016227697,0.850488098,0.059429946,0.03860971,-0.001649589,0.05198227,0.200231947
FR,CSTB360,CSTB,CSTB,Non-residential,Office,New Built,France,,,2015-2019,,France,224,,0-5000,5,1,0,massive concrete,Flat roof,New Standard,2,,53.3,,,,,,Concrete w/o reinforcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,Other,INIES,No data,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,325765.27,29.08618482,1303.06108,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7077,,,,,,,,,,,,,,,,,,3.7077,,,29.08618482,19.82236835,4.39196642,3.78572096,,1.480645903,0.472001808,0.67565625,,,,,,,,8.564199107,,,,,,,,13.01557679,,,,,,,,2.40458125,,,,,,,,,,,,,,,,1.63961875,,,,,,,,34.3805833,0.687611666,269.708984,5.39417968,0.767423734,0.015348475,,,0.681504586,0.150998367,0.130155295,,0.05090547,0.016227697,0.850488098,0.059429946,0.03860971,-0.001649589,0.05198227,0.200231947
